File Name,Hc_block_mean,Hc_block_std,Hc_block_median,Hc_block_var,Hc_block_min,Hc_block_max,Hc_block_unique,Hc_block_per_zero,Weight_hc_block_mean,Weight_hc_block_std,Weight_hc_block_median,Weight_hc_block_var,Weight_hc_block_min,Weight_hc_block_max,Weight_hc_block_unique,Weight_hc_block_per_zero,Normalized_hc_block_mean,Normalized_hc_block_std,Normalized_hc_block_mid,Normalized_hc_block_var,Normalized_hc_block_min,Normalized_hc_block_max,Normalized_hc_block_unique,Normalized_hc_block_per_zero,Cond_hc_block_mean,Cond_hc_block_std,Cond_hc_block_median,Cond_hc_block_var,Cond_hc_block_min,Cond_hc_block_max,Cond_hc_block_unique,Cond_hc_block_per_zero,Goto_hc_block_mean,Goto_hc_block_std,Goto_hc_block_median,Goto_hc_block_var,Goto_hc_block_min,Goto_hc_block_max,Goto_hc_block_unique,Goto_hc_block_per_zero,Methenter_hc_block_mean,Methenter_hc_block_std,Methenter_hc_block_median,Methenter_hc_block_var,Methenter_hc_block_min,Methenter_hc_block_max,Methenter_hc_block_unique,Methenter_hc_block_per_zero,Exit_hc_block_mean,Exit_hc_block_std,Exit_hc_block_median,Exit_hc_block_var,Exit_hc_block_min,Exit_hc_block_max,Exit_hc_block_unique,Exit_hc_block_per_zero,Inner_hc_block_mean,Inner_hc_block_std,Inner_hc_block_median,Inner_hc_block_var,Inner_hc_block_min,Inner_hc_block_max,Inner_hc_block_unique,Inner_hc_block_per_zero,Hc_fun_mean,Hc_fun_std,Hc_fun_median,Hc_fun_var,Hc_fun_min,Hc_fun_max,Hc_fun_unique,Hc_fun_per_zero,Public_hc_fun_mean,Public_hc_fun_std,Public_hc_fun_mid,Public_hc_fun_var,Public_hc_fun_min,Public_hc_fun_max,Public_hc_fun_unique,Public_hc_fun_per_zero,Private_hc_fun_mean,Private_hc_fun_std,Private_hc_fun_mid,Private_hc_fun_var,Private_hc_fun_min,Private_hc_fun_max,Private_hc_fun_unique,Private_hc_fun_per_zero,Protected_hc_fun_mean,Protected_hc_fun_std,Protected_hc_fun_mid,Protected_hc_fun_var,Protected_hc_fun_min,Protected_hc_fun_max,Protected_hc_fun_unique,Protected_hc_fun_per_zero,Constructor_hc_fun_mean,Constructor_hc_fun_std,Constructor_hc_fun_mid,Constructor_hc_fun_var,Constructor_hc_fun_min,Constructor_hc_fun_max,Constructor_hc_fun_unique,Constructor_hc_fun_per_zero,Fun_len_weight_hc_fun_mean,Fun_len_weight_hc_fun_std,Fun_len_weight_hc_fun_mid,Fun_len_weight_hc_fun_var,Fun_len_weight_hc_fun_min,Fun_len_weight_hc_fun_max,Fun_len_weight_hc_fun_unique,Fun_len_weight_hc_fun_per_zero,Num_of_bl_weight_hc_fun_mean,Num_of_bl_weight_hc_fun_std,Num_of_bl_weight_hc_fun_mid,Num_of_bl_weight_hc_fun_var,Num_of_bl_weight_hc_fun_min,Num_of_bl_weight_hc_fun_max,Num_of_bl_weight_hc_fun_unique,Num_of_bl_weight_hc_fun_per_zero,Per_blocks_in_loop,Cond_per_blocks_in_loop,Goto_per_blocks_in_loop,Methenter_per_blocks_in_loop,Exit_per_blocks_in_loop
org/apache/tika/ResourceLoggingClassLoader.java,1.7272727272727273,1.656442468935327,1.0,2.7438016528925617,0,4,5,0.36363636363636365,0.865013774104683,1.0621683602762906,0.48484848484848486,1.128201625572024,0.0,3.0,8,0.36363636363636365,0.7272727272727273,0.616575453011388,1.0,0.38016528925619836,0,2,3,0.36363636363636365,2.0,2.0,2.0,4.0,0,4,2,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,1.4086784586980805,1.0,1.984375,0,4,5,0.2727272727272727,2.6666666666666665,1.8856180831641267,4.0,3.555555555555556,0,4,2,0.09090909090909091,1.5,1.5,1.0,2.25,0,4,4,0.3333333333333333,1.0,1.0954451150103321,1.0,1.2,0,3,3,0.3333333333333333,4.0,0.0,4.0,0.0,4,4,1,0.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1,1,1,0.0,1.2416666666666665,1.4921088730011927,0.48750000000000004,2.226388888888889,0.0,4.0,5,0.3333333333333333,1.375,1.5662455107677085,0.625,2.453125,0.0,4.0,5,0.3333333333333333,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091
org/apache/tika/TestParsers.java,1.826086956521739,2.4961217555490998,1.0,6.230623818525519,0,8,5,0.391304347826087,0.7355666429080542,1.767152908442388,0.04918032786885246,3.122829401816391,0.0,8.0,14,0.391304347826087,1.2608695652173914,1.9829137827811094,1.0,3.9319470699432886,0.0,8.0,5,0.391304347826087,2.1666666666666665,2.1147629234082532,1.0,4.472222222222222,0,6,4,0.043478260869565216,2.0,3.03315017762062,1.0,9.2,0,8,3,0.08695652173913043,1.0,0.0,1.0,0.0,1,1,1,0.0,1.8888888888888888,2.6851213274654606,0.0,7.209876543209877,0,8,4,0.21739130434782608,1.9166666666666667,2.5317429218272185,1.0,6.409722222222222,0,8,5,0.17391304347826086,2.857142857142857,2.4743582965269675,1.0,6.1224489795918355,1,8,3,0.0,2.0,1.4142135623730951,1.0,2.0,1,4,2,0.0,8.0,0.0,8.0,0.0,8,8,1,0.0,0,0,0,0,0,0,0,0,4.0,0.0,4.0,0.0,4,4,1,0.0,1.2447833065810594,1.7473235387198305,0.5168539325842697,3.053139548964391,0.11235955056179775,5.48314606741573,7,0.0,0.7321428571428571,0.8671293244413559,0.125,0.7519132653061222,0.0,2.0,4,0.42857142857142855,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.0,0.0
org/apache/tika/TestRereadableInputStream.java,2.96875,3.2928366855190374,2.0,10.8427734375,0,15,8,0.1875,0.8658653846153846,2.0999515152722177,0.2846153846153846,4.409796366494083,0.0,12.0,24,0.1875,1.515625,2.234265731593939,1.0,4.991943359375,0.0,12.0,6,0.1875,2.142857142857143,1.6413036132965795,2.0,2.693877551020408,0,5,5,0.03125,6.333333333333333,5.2493385826745405,4.0,27.555555555555557,1,15,5,0.0,3.0,2.0,3.0,4.0,1,5,2,0.0,2.3076923076923075,2.12619614785927,1.0,4.5207100591715985,0,5,5,0.125,3.4705882352941178,3.9870031065483627,2.0,15.896193771626296,0,15,7,0.0625,3.090909090909091,1.6762808104168887,3.0,2.809917355371901,1,5,5,0.0,2.857142857142857,1.7261494247992246,3.0,2.979591836734694,1,5,4,0.0,3.5,1.5,3.5,2.25,2,5,2,0.0,0,0,0,0,0,0,0,0,4.0,1.0,4.0,1.0,3,5,2,0.0,0.7010909090909091,0.5408709230231377,0.48,0.29254135537190085,0.088,1.8,10,0.0,0.6969696969696969,1.1084117808149656,0.26666666666666666,1.2285766758494032,0.0,4.0,7,0.18181818181818182,0.1875,0.03125,0.125,0.0,0.0
org/apache/tika/TikaDetectionTest.java,1.0,0.0,1.0,0.0,1,1,1,0.0,0.5006454215409439,0.49935457845905606,0.5006454215409439,0.24935499502802158,0.001290843081887858,1.0,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,1.0,0.0,1,1,1,0.0,1.0,0.0,1.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1,1,1,0.0,0.5006454215409439,0.49935457845905606,0.5006454215409439,0.24935499502802158,0.001290843081887858,1.0,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
org/apache/tika/TikaIT.java,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
org/apache/tika/TikaTest.java,84.27586206896552,182.90998286357524,24.0,33456.06183115339,0,961,21,0.20689655172413793,33.92413793103449,93.6900113652508,3.85,8777.818229620823,0.0,512.5333333333333,23,0.20689655172413793,5.1687052784419985,16.725159586037705,0.2545454545454545,279.73096317842896,0.0,74,14,0.20689655172413793,110.25,105.86872767725133,83.0,11208.1875,0,275,4,0.034482758620689655,110.0,0.0,110.0,0.0,110,110,1,0.0,0,0,0,0,0,0,0,0,86.04545454545455,203.1299354136584,18.0,41261.77066115703,0,961,18,0.10344827586206896,78.71428571428571,94.24999323336736,38.0,8883.061224489795,0,275,5,0.10344827586206896,191.1,271.82547709881794,89.0,73889.09,0,961,10,0.1,212.33333333333334,278.5506137929774,110.0,77590.44444444444,24,961,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.1,125.0,95.84362263604189,68.0,9186.0,47,260,3,0.0,70.65180722891567,105.63519672600671,29.759036144578314,11158.79478734214,0.0,370.50602409638554,10,0.1,15.955879292403745,26.96076999406715,0.7513007284079084,726.8831186729916,0.0,70.34339229968782,6,0.5,0.10344827586206896,0.0,0.0,0.0,0.10344827586206896
org/apache/tika/TypeDetectionBenchmark.java,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0.30434782608695654,0.0,0.0,0.0,0.0,0,0,1,0.30434782608695654,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.21739130434782608,0.0,0.0,0.0,0.0,0,0,1,0.782608695652174,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0.5,0.0,0.0,0.0,0.0,0,0,1,0.25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
org/apache/tika/batch/AutoDetectParserFactory.java,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
org/apache/tika/batch/BatchNoRestartError.java,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
org/apache/tika/batch/BatchProcess.java,5.454545454545454,4.973206447468876,8.0,24.732782369146005,0,24,5,0.30303030303030304,0.5511478420569329,0.7654182708141566,0.3393939393939394,0.5858651292961335,0.0,3.7818181818181817,16,0.30303030303030304,0.7575757575757576,0.6045435558563637,1.0,0.3654729109274563,0,3.0,3,0.30303030303030304,12.0,6.928203230275509,8.0,48.0,8,24,2,0.0,4.0,4.0,4.0,16.0,0,8,2,0.06060606060606061,8.0,0.0,8.0,0.0,8,8,1,0.0,4.695652173913044,3.792839736967719,8.0,14.385633270321359,0,8,4,0.21212121212121213,7.111111111111111,6.999118110232721,8.0,48.98765432098766,0,24,3,0.09090909090909091,5.142857142857143,3.6682124138230012,8.0,13.45578231292517,0,8,4,0.23809523809523808,4.0,4.0,4.0,16.0,0,8,2,0.19047619047619047,6.8,2.4000000000000004,8.0,5.760000000000001,2,8,2,0.0,0.0,0.0,0.0,0.0,0,0,1,0.047619047619047616,7.25,1.984313483298443,8.0,3.9375,2,8,2,0.0,0.912265512265512,1.4246882959905343,0.3393939393939394,2.029736740732412,0.0,6.109090909090909,13,0.23809523809523808,1.5357142857142858,1.3063543896597203,2.6666666666666665,1.70656179138322,0.0,2.6666666666666665,4,0.2857142857142857,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0
